Member_number,Date,itemDescription,category
1404,02-10-2014,long life bakery product,Uncategorized
3914,12-11-2014,rolls/buns,Bakery
4065,06-05-2014,bottled beer,Uncategorized
4220,04-08-2014,sliced cheese,Dairy
1074,08-05-2014,oil,Uncategorized
2434,09-12-2014,detergent,Household
2633,28-07-2014,long life bakery product,Uncategorized
1143,18-11-2014,oil,Uncategorized
3767,22-06-2014,sweet spreads,Uncategorized
2661,28-08-2014,rolls/buns,Bakery
2093,24-12-2014,whipped/sour cream,Dairy
2696,23-11-2014,dishes,Uncategorized
2927,13-01-2014,rolls/buns,Bakery
4003,21-12-2014,shopping bags,Uncategorized
3451,08-01-2014,soda,Beverages
1750,16-06-2014,shopping bags,Uncategorized
1085,25-05-2014,yogurt,Dairy
2034,28-06-2014,shopping bags,Uncategorized
4676,21-02-2014,margarine,Uncategorized
4132,02-12-2014,Instant food products,Uncategorized
2822,16-06-2014,shopping bags,Uncategorized
3645,31-05-2014,chocolate,Snacks
1446,26-03-2014,pasta,Grains & Pasta
2222,22-02-2014,cling film/bags,Uncategorized
4426,04-08-2014,oil,Uncategorized
1854,30-09-2014,newspapers,Uncategorized
4645,05-02-2014,oil,Uncategorized
2674,03-09-2014,soda,Beverages
1369,01-12-2014,sugar,Dry Goods
4325,19-07-2014,chocolate,Snacks
4335,28-06-2014,fruit/vegetable juice,Fruits
2642,09-01-2014,long life bakery product,Uncategorized
1318,15-02-2014,mustard,Condiments
1062,08-05-2014,white bread,Bakery
4131,20-03-2014,napkins,Uncategorized
3793,13-11-2014,fruit/vegetable juice,Fruits
2618,06-09-2014,soda,Beverages
4090,03-06-2014,specialty bar,Snacks
1480,05-05-2014,shopping bags,Uncategorized
4078,21-06-2014,soda,Beverages
2817,19-06-2014,bottled water,Beverages
1999,02-04-2014,brown bread,Bakery
2490,27-03-2014,shopping bags,Uncategorized
1991,23-12-2014,bottled beer,Uncategorized
4156,03-04-2014,hygiene articles,Uncategorized
1215,28-04-2014,sauces,Condiments
1612,26-11-2014,frozen meals,Frozen
3495,18-02-2014,fruit/vegetable juice,Fruits
3749,29-04-2014,canned beer,Canned Goods
1514,26-02-2014,bottled water,Beverages
2892,20-11-2014,soda,Beverages
4562,26-05-2014,female sanitary products,Uncategorized
2568,21-11-2014,hard cheese,Dairy
2750,11-01-2014,waffles,Uncategorized
4348,11-02-2014,salty snack,Snacks
4241,22-09-2014,popcorn,Uncategorized
2707,30-10-2014,margarine,Uncategorized
4441,15-02-2014,butter,Dairy
1646,21-07-2014,shopping bags,Uncategorized
4427,08-12-2014,soda,Beverages
3764,26-05-2014,sugar,Dry Goods
4680,23-01-2014,white wine,Uncategorized
2155,17-08-2014,candles,Uncategorized
4510,01-11-2014,whole milk,Dairy
3400,10-07-2014,bottled water,Beverages
3975,29-04-2014,soda,Beverages
3775,10-11-2014,newspapers,Uncategorized
4893,10-02-2014,sliced cheese,Dairy
1870,07-12-2014,brown bread,Bakery
1384,22-02-2014,soda,Beverages
4357,07-09-2014,whole milk,Dairy
2035,01-07-2014,rice,Grains & Pasta
1715,08-12-2014,margarine,Uncategorized
4557,14-07-2014,napkins,Uncategorized
4235,18-09-2014,soda,Beverages
4041,25-04-2014,canned fish,Seafood
3937,08-10-2014,UHT-milk,Dairy
4577,22-06-2014,napkins,Uncategorized
1561,02-04-2014,white bread,Bakery
4720,10-01-2014,chocolate,Snacks
1863,01-06-2014,seasonal products,Uncategorized
3862,24-03-2014,artif. sweetener,Uncategorized
1838,05-08-2014,canned beer,Canned Goods
4694,21-03-2014,newspapers,Uncategorized
3468,21-01-2014,butter,Dairy
4872,24-10-2014,shopping bags,Uncategorized
4626,23-03-2014,canned beer,Canned Goods
2278,10-11-2014,soda,Beverages
4758,15-11-2014,fruit/vegetable juice,Fruits
3003,08-05-2014,whole milk,Dairy
4683,26-09-2014,curd cheese,Dairy
1229,26-07-2014,mustard,Condiments
2927,11-12-2014,jam,Uncategorized
3341,06-10-2014,brown bread,Bakery
2215,02-02-2014,curd,Uncategorized
1711,09-05-2014,newspapers,Uncategorized
3491,21-06-2014,detergent,Household
3505,18-03-2014,meat spreads,Uncategorized
4669,14-03-2014,whole milk,Dairy
2557,29-01-2014,bottled water,Beverages
4283,04-04-2014,candy,Uncategorized
4679,18-09-2014,whipped/sour cream,Dairy
2651,08-01-2014,dishes,Uncategorized
4071,26-06-2014,shopping bags,Uncategorized
2587,11-12-2014,fruit/vegetable juice,Fruits
4091,30-06-2014,meat spreads,Uncategorized
3002,12-12-2014,hygiene articles,Uncategorized
2035,10-08-2014,white bread,Bakery
2772,05-08-2014,frozen meals,Frozen
3431,31-07-2014,canned fish,Seafood
2166,14-07-2014,canned fish,Seafood
4688,07-07-2014,fruit/vegetable juice,Fruits
1585,16-10-2014,fruit/vegetable juice,Fruits
1308,21-08-2014,white wine,Uncategorized
4190,30-09-2014,domestic eggs,Uncategorized
3611,21-09-2014,cake bar,Bakery
3933,02-12-2014,hard cheese,Dairy
3877,06-02-2014,soda,Beverages
4787,27-08-2014,fruit/vegetable juice,Fruits
2063,02-06-2014,brandy,Uncategorized
1940,09-02-2014,yogurt,Dairy
2993,16-08-2014,chewing gum,Uncategorized
2316,18-02-2014,shopping bags,Uncategorized
2175,16-08-2014,male cosmetics,Uncategorized
4445,23-05-2014,flower (seeds),Uncategorized
3812,04-04-2014,cereals,Breakfast & Cereal
4577,29-05-2014,frozen meals,Frozen
3248,13-08-2014,other vegetables,Vegetables
4821,12-12-2014,rolls/buns,Bakery
2835,28-01-2014,domestic eggs,Uncategorized
1998,10-02-2014,candles,Uncategorized
3080,15-02-2014,yogurt,Dairy
3864,26-12-2014,long life bakery product,Uncategorized
1410,06-07-2014,kitchen towels,Uncategorized
4037,26-12-2014,ice cream,Dairy
1696,17-06-2014,cream cheese ,Dairy
3678,07-07-2014,pasta,Grains & Pasta
2644,05-05-2014,misc. beverages,Uncategorized
1786,23-04-2014,specialty bar,Snacks
2357,27-11-2014,fruit/vegetable juice,Fruits
4478,20-06-2014,roll products ,Uncategorized
4294,17-12-2014,butter milk,Dairy
1908,23-01-2014,sauces,Condiments
4800,11-03-2014,long life bakery product,Uncategorized
4265,08-03-2014,bottled water,Beverages
4735,23-05-2014,sliced cheese,Dairy
1290,18-02-2014,rice,Grains & Pasta
3633,13-06-2014,soda,Beverages
4992,24-02-2014,margarine,Uncategorized
1069,18-12-2014,salt,Dry Goods
1563,27-04-2014,long life bakery product,Uncategorized
4146,11-04-2014,root vegetables,Vegetables
4745,20-08-2014,soft cheese,Dairy
2138,01-04-2014,seasonal products,Uncategorized
3207,24-04-2014,yogurt,Dairy
2672,22-05-2014,soda,Beverages
1087,19-06-2014,specialty chocolate,Snacks
2259,01-06-2014,processed cheese,Dairy
2597,04-02-2014,fruit/vegetable juice,Fruits
2713,28-09-2014,long life bakery product,Uncategorized
3389,30-06-2014,chocolate,Snacks
4853,23-07-2014,chocolate,Snacks
4788,28-07-2014,whole milk,Dairy
2957,26-02-2014,fruit/vegetable juice,Fruits
4134,30-09-2014,whole milk,Dairy
3773,11-09-2014,frozen fish,Seafood
4309,13-04-2014,waffles,Uncategorized
4959,18-10-2014,rolls/buns,Bakery
1895,13-02-2014,soups,Canned Goods
1824,28-03-2014,chocolate,Snacks
4504,02-03-2014,seasonal products,Uncategorized
4109,23-04-2014,margarine,Uncategorized
3549,14-03-2014,yogurt,Dairy
1293,16-08-2014,canned beer,Canned Goods
2006,26-10-2014,pot plants,Uncategorized
2918,27-05-2014,rolls/buns,Bakery
4250,25-10-2014,shopping bags,Uncategorized
1146,30-01-2014,curd,Uncategorized
1173,07-08-2014,specialty bar,Snacks
4324,29-10-2014,butter milk,Dairy
3397,28-10-2014,whipped/sour cream,Dairy
4990,15-04-2014,cream cheese ,Dairy
2548,28-05-2014,waffles,Uncategorized
4433,31-10-2014,bottled water,Beverages
2912,08-11-2014,newspapers,Uncategorized
3661,04-03-2014,pastry,Bakery
3402,08-01-2014,newspapers,Uncategorized
4650,28-05-2014,pastry,Bakery
4890,08-11-2014,fruit/vegetable juice,Fruits
1748,14-08-2014,rolls/buns,Bakery
4606,30-05-2014,long life bakery product,Uncategorized
3079,13-04-2014,mustard,Condiments
3903,07-04-2014,baking powder,Uncategorized
4221,04-05-2014,dish cleaner,Household
1066,12-06-2014,oil,Uncategorized
4762,28-03-2014,rolls/buns,Bakery
4955,10-12-2014,processed cheese,Dairy
1416,15-08-2014,cream cheese ,Dairy
4761,23-05-2014,frozen fish,Seafood
3956,07-08-2014,margarine,Uncategorized
4125,21-09-2014,pastry,Bakery
3470,22-11-2014,flower (seeds),Uncategorized
1899,09-12-2014,dessert,Uncategorized
2241,22-01-2014,butter,Dairy
2449,07-08-2014,newspapers,Uncategorized
3618,22-07-2014,brown bread,Bakery
1510,24-12-2014,domestic eggs,Uncategorized
2804,21-03-2014,fruit/vegetable juice,Fruits
3769,16-02-2014,pickled vegetables,Vegetables
4435,06-12-2014,salty snack,Snacks
1641,11-08-2014,bottled beer,Uncategorized
1798,15-12-2014,pastry,Bakery
4623,09-01-2014,newspapers,Uncategorized
2496,24-06-2014,soda,Beverages
4112,14-10-2014,whipped/sour cream,Dairy
1617,07-02-2014,sauces,Condiments
2849,28-08-2014,bottled water,Beverages
2426,19-08-2014,bottled water,Beverages
1895,23-11-2014,soft cheese,Dairy
2118,16-01-2014,butter milk,Dairy
4590,19-08-2014,candy,Uncategorized
1851,11-08-2014,flour,Dry Goods
1186,17-04-2014,soda,Beverages
2656,19-10-2014,pot plants,Uncategorized
3563,14-08-2014,newspapers,Uncategorized
3989,26-04-2014,ready soups,Canned Goods
1393,26-08-2014,pastry,Bakery
1706,02-04-2014,yogurt,Dairy
2111,12-11-2014,shopping bags,Uncategorized
3593,06-04-2014,chocolate,Snacks
4255,29-09-2014,yogurt,Dairy
4089,18-03-2014,dessert,Uncategorized
3861,12-02-2014,whipped/sour cream,Dairy
1358,16-10-2014,whipped/sour cream,Dairy
3016,21-04-2014,whipped/sour cream,Dairy
4563,28-01-2014,frozen fish,Seafood
1074,29-01-2014,detergent,Household
4933,01-02-2014,hard cheese,Dairy
4096,23-05-2014,pasta,Grains & Pasta
2087,29-06-2014,whole milk,Dairy
2766,27-05-2014,candles,Uncategorized
2236,22-04-2014,shopping bags,Uncategorized
1651,04-02-2014,hygiene articles,Uncategorized
2423,12-02-2014,roll products ,Uncategorized
2420,17-07-2014,soda,Beverages
4145,13-02-2014,candy,Uncategorized
2616,09-04-2014,soda,Beverages
4323,20-09-2014,detergent,Household
1792,24-11-2014,frozen vegetables,Vegetables
2977,26-11-2014,processed cheese,Dairy
4375,31-01-2014,butter,Dairy
2232,03-02-2014,bottled water,Beverages
2905,17-01-2014,waffles,Uncategorized
1912,19-03-2014,pot plants,Uncategorized
4665,05-11-2014,shopping bags,Uncategorized
3325,24-04-2014,UHT-milk,Dairy
2153,14-02-2014,soda,Beverages
1798,16-06-2014,instant coffee,Beverages
3934,27-03-2014,rolls/buns,Bakery
4484,06-06-2014,whipped/sour cream,Dairy
2713,08-05-2014,ketchup,Condiments
1533,10-02-2014,specialty fat,Uncategorized
1529,01-03-2014,preservation products,Uncategorized
1905,25-08-2014,chewing gum,Uncategorized
3361,19-12-2014,butter milk,Dairy
2195,19-09-2014,other vegetables,Vegetables
3221,17-03-2014,fruit/vegetable juice,Fruits
3667,15-09-2014,candy,Uncategorized
2129,19-02-2014,oil,Uncategorized
1233,09-06-2014,whipped/sour cream,Dairy
2675,01-09-2014,UHT-milk,Dairy
2701,17-06-2014,rolls/buns,Bakery
1788,09-07-2014,long life bakery product,Uncategorized
2876,20-12-2014,whole milk,Dairy
4465,29-12-2014,onions,Uncategorized
4330,07-12-2014,mustard,Condiments
2459,01-03-2014,curd,Uncategorized
1739,11-09-2014,pastry,Bakery
2524,07-04-2014,chocolate,Snacks
2273,25-11-2014,whole milk,Dairy
4557,12-08-2014,rum,Uncategorized
2505,02-02-2014,fruit/vegetable juice,Fruits
3882,01-08-2014,hard cheese,Dairy
3308,12-09-2014,soda,Beverages
2605,30-08-2014,ketchup,Condiments
4180,21-04-2014,white bread,Bakery
3551,14-10-2014,root vegetables,Vegetables
4406,02-02-2014,other vegetables,Vegetables
4962,04-10-2014,condensed milk,Dairy
4799,17-04-2014,sweet spreads,Uncategorized
1862,23-10-2014,soda,Beverages
2043,01-02-2014,waffles,Uncategorized
4440,10-07-2014,whipped/sour cream,Dairy
3139,07-07-2014,pot plants,Uncategorized
4344,30-10-2014,softener,Uncategorized
1616,06-12-2014,whole milk,Dairy
3374,29-07-2014,bottled water,Beverages
1881,15-07-2014,whipped/sour cream,Dairy
4372,30-01-2014,pastry,Bakery
4036,22-01-2014,cat food,Pet Supplies
2325,22-10-2014,rolls/buns,Bakery
1951,27-07-2014,napkins,Uncategorized
1862,27-10-2014,domestic eggs,Uncategorized
1877,16-06-2014,whipped/sour cream,Dairy
3236,17-04-2014,brown bread,Bakery
2068,02-06-2014,yogurt,Dairy
1388,08-05-2014,rolls/buns,Bakery
4014,27-05-2014,yogurt,Dairy
1719,08-08-2014,brown bread,Bakery
4167,28-10-2014,pastry,Bakery
3099,04-09-2014,waffles,Uncategorized
1998,03-02-2014,frozen vegetables,Vegetables
3630,27-07-2014,cream cheese ,Dairy
1365,01-02-2014,frozen vegetables,Vegetables
2878,04-11-2014,whipped/sour cream,Dairy
3158,14-02-2014,margarine,Uncategorized
3842,13-10-2014,pot plants,Uncategorized
2738,31-10-2014,onions,Uncategorized
4595,11-06-2014,white bread,Bakery
1979,16-12-2014,salty snack,Snacks
3411,03-12-2014,whole milk,Dairy
4703,20-10-2014,soda,Beverages
1615,30-11-2014,white bread,Bakery
1710,08-03-2014,specialty chocolate,Snacks
2699,18-07-2014,butter,Dairy
1859,04-02-2014,root vegetables,Vegetables
1997,30-10-2014,shopping bags,Uncategorized
4852,09-01-2014,bottled water,Beverages
4893,22-07-2014,beverages,Uncategorized
4985,12-03-2014,shopping bags,Uncategorized
4428,16-08-2014,other vegetables,Vegetables
1979,09-05-2014,white bread,Bakery
2847,04-01-2014,soups,Canned Goods
3879,10-01-2014,curd,Uncategorized
4735,30-03-2014,bottled water,Beverages
2038,14-10-2014,sauces,Condiments
2132,19-12-2014,whipped/sour cream,Dairy
3560,27-05-2014,light bulbs,Uncategorized
1354,18-10-2014,soda,Beverages
4230,28-05-2014,pastry,Bakery
4582,02-03-2014,specialty chocolate,Snacks
4660,16-10-2014,soda,Beverages
2255,21-04-2014,dessert,Uncategorized
4862,26-04-2014,whole milk,Dairy
1605,02-03-2014,soda,Beverages
1403,11-01-2014,cling film/bags,Uncategorized
1192,27-12-2014,brown bread,Bakery
1617,20-07-2014,sugar,Dry Goods
2806,19-01-2014,whipped/sour cream,Dairy
2749,20-11-2014,pastry,Bakery
4840,22-11-2014,whipped/sour cream,Dairy
1381,07-05-2014,pastry,Bakery
1932,19-06-2014,fruit/vegetable juice,Fruits
4124,25-11-2014,semi-finished bread,Bakery
1412,21-08-2014,make up remover,Uncategorized
1841,16-12-2014,soft cheese,Dairy
1736,15-07-2014,butter,Dairy
1798,22-06-2014,whole milk,Dairy
1004,01-05-2014,dish cleaner,Household
1582,10-06-2014,shopping bags,Uncategorized
3664,13-02-2014,pastry,Bakery
2225,29-09-2014,rolls/buns,Bakery
3175,29-04-2014,rolls/buns,Bakery
1891,05-01-2014,hygiene articles,Uncategorized
4306,17-05-2014,white bread,Bakery
1545,01-04-2014,brown bread,Bakery
1741,05-12-2014,specialty chocolate,Snacks
3289,27-09-2014,chocolate,Snacks
2139,03-07-2014,chewing gum,Uncategorized
4362,14-06-2014,whipped/sour cream,Dairy
4371,24-05-2014,frozen vegetables,Vegetables
4206,09-09-2014,oil,Uncategorized
3185,21-02-2014,newspapers,Uncategorized
2440,26-06-2014,jam,Uncategorized
3827,09-08-2014,misc. beverages,Uncategorized
1949,13-04-2014,cat food,Pet Supplies
3410,20-01-2014,shopping bags,Uncategorized
3530,24-01-2014,napkins,Uncategorized
4696,03-10-2014,oil,Uncategorized
2963,01-03-2014,pickled vegetables,Vegetables
2396,21-08-2014,sugar,Dry Goods
1913,25-02-2014,cat food,Pet Supplies
4657,27-12-2014,bottled beer,Uncategorized
2641,01-04-2014,brown bread,Bakery
2615,19-01-2014,frozen vegetables,Vegetables
4681,31-10-2014,shopping bags,Uncategorized
1169,15-12-2014,cake bar,Bakery
4769,10-07-2014,soda,Beverages
2010,17-05-2014,shopping bags,Uncategorized
1384,28-06-2014,waffles,Uncategorized
2788,10-08-2014,rolls/buns,Bakery
4628,11-02-2014,zwieback,Uncategorized
3838,21-12-2014,light bulbs,Uncategorized
2965,07-06-2014,newspapers,Uncategorized
1903,17-02-2014,sweet spreads,Uncategorized
4722,07-01-2014,hygiene articles,Uncategorized
4209,29-07-2014,liquor (appetizer),Pet Supplies
1422,13-05-2014,fruit/vegetable juice,Fruits
2995,19-03-2014,specialty chocolate,Snacks
1094,18-08-2014,newspapers,Uncategorized
3827,24-06-2014,canned beer,Canned Goods
3846,01-09-2014,canned vegetables,Vegetables
3259,01-02-2014,soda,Beverages
4278,20-05-2014,white wine,Uncategorized
2194,09-09-2014,shopping bags,Uncategorized
2094,24-03-2014,bottled water,Beverages
3511,30-04-2014,soda,Beverages
1428,15-09-2014,shopping bags,Uncategorized
4806,07-05-2014,liquor,Uncategorized
3607,22-02-2014,sliced cheese,Dairy
4587,23-05-2014,salt,Dry Goods
3028,20-11-2014,napkins,Uncategorized
1308,11-01-2014,napkins,Uncategorized
2417,03-11-2014,spread cheese,Dairy
2573,07-01-2014,zwieback,Uncategorized
4862,18-07-2014,yogurt,Dairy
1190,21-06-2014,bottled water,Beverages
3879,03-08-2014,yogurt,Dairy
3383,19-09-2014,pet care,Pet Supplies
1599,10-10-2014,cream cheese ,Dairy
4689,28-11-2014,soda,Beverages
1233,07-04-2014,UHT-milk,Dairy
1301,30-01-2014,whipped/sour cream,Dairy
1110,22-09-2014,pickled vegetables,Vegetables
3320,12-04-2014,processed cheese,Dairy
2679,16-12-2014,curd cheese,Dairy
3540,27-10-2014,salty snack,Snacks
4585,17-05-2014,yogurt,Dairy
3743,22-12-2014,pickled vegetables,Vegetables
1961,13-01-2014,sugar,Dry Goods
1897,01-05-2014,cream cheese ,Dairy
4606,07-11-2014,fruit/vegetable juice,Fruits
3660,14-10-2014,sugar,Dry Goods
2922,06-06-2014,misc. beverages,Uncategorized
3800,25-11-2014,domestic eggs,Uncategorized
3762,28-11-2014,white bread,Bakery
4317,27-03-2014,sparkling wine,Uncategorized
3325,11-04-2014,hard cheese,Dairy
1731,26-08-2014,other vegetables,Vegetables
1327,08-03-2014,pastry,Bakery
4387,23-12-2014,whipped/sour cream,Dairy
1740,11-07-2014,canned beer,Canned Goods
1006,11-07-2014,shopping bags,Uncategorized
4993,25-05-2014,rolls/buns,Bakery
1888,02-08-2014,yogurt,Dairy
3762,31-10-2014,salt,Dry Goods
2243,01-10-2014,yogurt,Dairy
2738,16-01-2014,brown bread,Bakery
3869,12-08-2014,male cosmetics,Uncategorized
2924,26-05-2014,newspapers,Uncategorized
4613,04-10-2014,rolls/buns,Bakery
3421,18-10-2014,soda,Beverages
4764,28-08-2014,vinegar,Uncategorized
4800,27-10-2014,soda,Beverages
1288,20-08-2014,abrasive cleaner,Household
2194,06-06-2014,frozen vegetables,Vegetables
2072,12-08-2014,chocolate,Snacks
2950,03-02-2014,shopping bags,Uncategorized
1681,06-07-2014,rolls/buns,Bakery
3957,20-07-2014,salt,Dry Goods
1004,13-10-2014,packaged fruit/vegetables,Fruits
4048,12-04-2014,fruit/vegetable juice,Fruits
2309,17-04-2014,domestic eggs,Uncategorized
3238,06-02-2014,white bread,Bakery
3613,20-10-2014,pastry,Bakery
1716,11-08-2014,long life bakery product,Uncategorized
3669,25-06-2014,candles,Uncategorized
4806,13-09-2014,candy,Uncategorized
1434,13-11-2014,canned beer,Canned Goods
3977,01-02-2014,oil,Uncategorized
4086,14-01-2014,dishes,Uncategorized
3357,22-06-2014,pickled vegetables,Vegetables
2159,08-10-2014,shopping bags,Uncategorized
2984,25-09-2014,ice cream,Dairy
1351,15-01-2014,rolls/buns,Bakery
1359,29-05-2014,soda,Beverages
3636,10-08-2014,rolls/buns,Bakery
3783,11-04-2014,cereals,Breakfast & Cereal
2807,02-06-2014,newspapers,Uncategorized
3960,15-02-2014,rolls/buns,Bakery
4233,23-06-2014,root vegetables,Vegetables
3683,05-10-2014,curd,Uncategorized
4838,07-09-2014,brown bread,Bakery
2779,21-01-2014,specialty cheese,Dairy
4297,02-03-2014,shopping bags,Uncategorized
1258,09-08-2014,frozen vegetables,Vegetables
2755,25-11-2014,soda,Beverages
2340,17-01-2014,soda,Beverages
1690,09-05-2014,bottled water,Beverages
2592,08-09-2014,curd,Uncategorized
2952,12-01-2014,sugar,Dry Goods
3246,25-12-2014,whole milk,Dairy
1900,15-03-2014,shopping bags,Uncategorized
3414,22-05-2014,cream cheese ,Dairy
1153,10-08-2014,bottled beer,Uncategorized
1751,04-09-2014,flour,Dry Goods
2499,01-11-2014,ice cream,Dairy
2355,19-02-2014,ice cream,Dairy
3660,21-09-2014,coffee,Beverages
2760,20-06-2014,vinegar,Uncategorized
1028,24-04-2014,onions,Uncategorized
4657,03-04-2014,bottled water,Beverages
1569,09-03-2014,white bread,Bakery
3737,06-07-2014,white bread,Bakery
3462,01-10-2014,dessert,Uncategorized
2921,18-11-2014,other vegetables,Vegetables
1111,03-03-2014,soda,Beverages
1261,06-10-2014,canned vegetables,Vegetables
1572,31-03-2014,rice,Grains & Pasta
1811,02-06-2014,dessert,Uncategorized
3287,12-11-2014,chocolate,Snacks
1020,19-07-2014,newspapers,Uncategorized
2374,16-09-2014,chocolate,Snacks
2252,10-03-2014,oil,Uncategorized
3289,21-03-2014,white bread,Bakery
1312,12-11-2014,canned vegetables,Vegetables
1045,12-01-2014,butter,Dairy
1275,18-01-2014,shopping bags,Uncategorized
4241,02-10-2014,bottled water,Beverages
1116,22-06-2014,canned vegetables,Vegetables
1356,17-08-2014,cat food,Pet Supplies
2354,06-01-2014,soups,Canned Goods
4045,30-07-2014,waffles,Uncategorized
3189,16-04-2014,whole milk,Dairy
3515,31-05-2014,canned vegetables,Vegetables
1169,25-01-2014,other vegetables,Vegetables
2299,04-08-2014,cake bar,Bakery
3539,07-11-2014,frozen dessert,Frozen
2389,06-06-2014,frozen vegetables,Vegetables
1487,02-11-2014,cling film/bags,Uncategorized
4698,20-01-2014,specialty chocolate,Snacks
